dataset,model,run,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,size_MB,num_dimensions,num_classes,sequence_length,train_samples,test_samples,validation_samples,n_train_epochs,training_time_seconds
SelfRegulationSCP2,1d_conv_component_wise_sinusoidal,3,,,,,0.7081,0.4833,0.4988,7,2,1152,160,180,40,1,47.49
SelfRegulationSCP2,linear_circular_conv_sinusoidal,3,0.6745,0.5938,0.6794,0.625,0.6954,0.5166,0.4948,7,2,1152,160,180,40,36,67.21
SelfRegulationSCP2,1d_conv_circular_conv_sinusoidal,3,0.6902,0.525,0.6704,0.675,0.6877,0.55,0.4991,7,2,1152,160,180,40,21,59.7
SelfRegulationSCP2,1d_conv_circular_conv_isolated_sinusoidal,3,0.6933,0.5438,0.6774,0.625,0.6891,0.5611,0.5009,7,2,1152,160,180,40,15,56.29
SelfRegulationSCP2,linear_additive_sinusoidal,4,,,,,0.6873,0.5611,0.4934,7,2,1152,160,180,40,1,45.82
SelfRegulationSCP2,linear_additive_isolated_sinusoidal,4,,,,,0.7017,0.5222,0.4934,7,2,1152,160,180,40,1,44.98
SelfRegulationSCP2,1d_conv_additive_sinusoidal,4,,,,,0.7181,0.4834,0.4976,7,2,1152,160,180,40,1,49.3
SelfRegulationSCP2,linear_component_wise_sinusoidal,4,,,,,0.6929,0.5278,0.4946,7,2,1152,160,180,40,1,47.28
SelfRegulationSCP2,1d_conv_component_wise_sinusoidal,4,0.6844,0.5625,0.678,0.675,0.6859,0.55,0.5008,7,2,1152,160,180,40,12,54.02
SelfRegulationSCP2,linear_circular_conv_sinusoidal,4,0.6595,0.6,0.691,0.625,0.6864,0.5555,0.4948,7,2,1152,160,180,40,36,67.13
SelfRegulationSCP2,1d_conv_circular_conv_sinusoidal,4,,,,,0.7318,0.4444,0.4988,7,2,1152,160,180,40,1,47.61
SelfRegulationSCP2,1d_conv_circular_conv_isolated_sinusoidal,4,0.6882,0.5375,0.6752,0.65,0.6906,0.5167,0.5009,7,2,1152,160,180,40,23,60.26
SelfRegulationSCP2,linear_additive_sinusoidal,5,0.6611,0.625,0.7054,0.6,0.705,0.5333,0.4937,7,2,1152,160,180,40,16,53.43
SelfRegulationSCP2,linear_additive_isolated_sinusoidal,5,0.697,0.5187,0.6904,0.6,0.6901,0.5444,0.4934,7,2,1152,160,180,40,13,51.81
SelfRegulationSCP2,1d_conv_additive_sinusoidal,5,,,,,0.7004,0.4778,0.4976,7,2,1152,160,180,40,1,48.8
SelfRegulationSCP2,linear_component_wise_sinusoidal,5,,,,,0.7034,0.4445,0.4946,7,2,1152,160,180,40,1,47.39
SelfRegulationSCP2,1d_conv_component_wise_sinusoidal,5,0.6753,0.5875,0.6748,0.575,0.6845,0.55,0.4991,7,2,1152,160,180,40,25,60.72
SelfRegulationSCP2,linear_circular_conv_sinusoidal,5,0.6945,0.525,0.6746,0.625,0.6873,0.5444,0.4948,7,2,1152,160,180,40,20,58.37
SelfRegulationSCP2,1d_conv_circular_conv_sinusoidal,5,0.692,0.5125,0.6685,0.65,0.6891,0.5444,0.5008,7,2,1152,160,180,40,15,56.12
SelfRegulationSCP2,1d_conv_circular_conv_isolated_sinusoidal,5,,,,,0.7153,0.4666,0.4988,7,2,1152,160,180,40,1,48.14
PhonemeSpectra,linear_additive_sinusoidal,1,3.1825,0.1158,3.3097,0.0995,3.2867,0.1029,0.2542,11,39,217,2652,3353,663,73,81.78
PhonemeSpectra,linear_additive_isolated_sinusoidal,1,,,,,3.76,0.0188,0.254,11,39,217,2652,3353,663,1,37.72
PhonemeSpectra,1d_conv_additive_sinusoidal,1,2.8962,0.1806,2.9945,0.1433,,0.153,0.2604,11,39,217,2652,3353,663,40,63.67
PhonemeSpectra,linear_component_wise_sinusoidal,1,3.3398,0.0973,3.4794,0.0694,3.4164,0.0725,0.2554,11,39,217,2652,3353,663,31,64.41
PhonemeSpectra,1d_conv_component_wise_sinusoidal,1,2.6752,0.2002,2.9513,0.1614,2.8728,0.1566,0.2615,11,39,217,2652,3353,663,52,79.32
PhonemeSpectra,linear_circular_conv_sinusoidal,1,3.2821,0.0943,3.4999,0.0694,3.4135,0.0721,0.2554,11,39,217,2652,3353,663,35,68.96
PhonemeSpectra,1d_conv_circular_conv_sinusoidal,1,2.7767,0.1855,2.9508,0.175,2.9205,0.1506,0.2615,11,39,217,2652,3353,663,64,88.18
PhonemeSpectra,1d_conv_circular_conv_isolated_sinusoidal,1,2.6584,0.2048,2.912,0.1644,2.8737,0.1596,0.2616,11,39,217,2652,3353,663,65,88.22
PhonemeSpectra,linear_additive_sinusoidal,2,3.1076,0.1339,3.3133,0.1086,3.2793,0.1002,0.2542,11,39,217,2652,3353,663,62,75.52
PhonemeSpectra,linear_additive_isolated_sinusoidal,2,3.0912,0.1301,3.3097,0.1071,3.2834,0.1011,0.2542,11,39,217,2652,3353,663,69,79.93
PhonemeSpectra,1d_conv_additive_sinusoidal,2,,,,,3.6936,0.0298,0.2601,11,39,217,2652,3353,663,1,37.71
PhonemeSpectra,linear_component_wise_sinusoidal,2,3.3855,0.0731,3.488,0.0694,3.4343,0.0683,0.2554,11,39,217,2652,3353,663,31,63.75
PhonemeSpectra,1d_conv_component_wise_sinusoidal,2,2.7187,0.1998,2.9513,0.1554,2.8836,0.1557,0.2615,11,39,217,2652,3353,663,51,76.98
PhonemeSpectra,linear_circular_conv_sinusoidal,2,3.3092,0.0864,3.477,0.0739,3.4135,0.074,0.2554,11,39,217,2652,3353,663,40,71.02
PhonemeSpectra,1d_conv_circular_conv_sinusoidal,2,2.7113,0.2051,2.933,0.1463,2.8955,0.1578,0.2615,11,39,217,2652,3353,663,75,94.95
PhonemeSpectra,1d_conv_circular_conv_isolated_sinusoidal,2,2.6457,0.213,2.8701,0.1735,2.8443,0.1682,0.2616,11,39,217,2652,3353,663,80,99.24
PhonemeSpectra,linear_additive_sinusoidal,3,3.252,0.0905,3.3508,0.0905,3.3243,0.0921,0.2542,11,39,217,2652,3353,663,63,75.95
PhonemeSpectra,linear_additive_isolated_sinusoidal,3,,,,,3.7475,0.0257,0.254,11,39,217,2652,3353,663,1,37.32
PhonemeSpectra,1d_conv_additive_sinusoidal,3,,0.083,3.4201,0.0799,,0.082,0.2604,11,39,217,2652,3353,663,28,54.75
PhonemeSpectra,linear_component_wise_sinusoidal,3,3.3505,0.0837,3.4898,0.0724,3.4252,0.0683,0.2554,11,39,217,2652,3353,663,22,57.3
PhonemeSpectra,1d_conv_component_wise_sinusoidal,3,2.5116,0.2451,2.8999,0.1689,2.8527,0.1748,0.2615,11,39,217,2652,3353,663,78,94.57
PhonemeSpectra,linear_circular_conv_sinusoidal,3,3.285,0.0958,3.5082,0.0679,3.4271,0.0736,0.2554,11,39,217,2652,3353,663,41,72.42
PhonemeSpectra,1d_conv_circular_conv_sinusoidal,3,2.6548,0.2093,2.948,0.1599,2.8898,0.1631,0.2615,11,39,217,2652,3353,663,68,88.95
PhonemeSpectra,1d_conv_circular_conv_isolated_sinusoidal,3,2.7011,0.2021,2.968,0.1584,2.9024,0.1512,0.2616,11,39,217,2652,3353,663,58,84.58
PhonemeSpectra,linear_additive_sinusoidal,4,,,,,3.6804,0.0283,0.2539,11,39,217,2652,3353,663,1,37.92
PhonemeSpectra,linear_additive_isolated_sinusoidal,4,,,,,3.7518,0.0188,0.254,11,39,217,2652,3353,663,1,37.63
PhonemeSpectra,1d_conv_additive_sinusoidal,4,,,,,3.715,0.0215,0.2601,11,39,217,2652,3353,663,1,38.32
PhonemeSpectra,linear_component_wise_sinusoidal,4,3.3446,0.0852,3.4895,0.0754,3.4283,0.0722,0.2554,11,39,217,2652,3353,663,33,65.35
PhonemeSpectra,1d_conv_component_wise_sinusoidal,4,2.7735,0.1915,2.9568,0.1659,2.8932,0.1461,0.2615,11,39,217,2652,3353,663,55,80.02
PhonemeSpectra,linear_circular_conv_sinusoidal,4,3.3384,0.089,3.4855,0.0679,3.4162,0.0749,0.2554,11,39,217,2652,3353,663,37,69.46
PhonemeSpectra,1d_conv_circular_conv_sinusoidal,4,2.6944,0.1976,2.9507,0.1569,2.8773,0.159,0.2615,11,39,217,2652,3353,663,64,87.58
PhonemeSpectra,1d_conv_circular_conv_isolated_sinusoidal,4,2.7084,0.201,2.9112,0.1674,2.869,0.162,0.2616,11,39,217,2652,3353,663,62,87.79
PhonemeSpectra,linear_additive_sinusoidal,5,3.2091,0.1007,3.344,0.1086,3.2818,0.1011,0.2542,11,39,217,2652,3353,663,47,66.03
PhonemeSpectra,linear_additive_isolated_sinusoidal,5,,,,,3.7016,0.0441,0.254,11,39,217,2652,3353,663,1,38.77
PhonemeSpectra,1d_conv_additive_sinusoidal,5,,,,,3.7187,0.0233,0.2601,11,39,217,2652,3353,663,1,38.22
PhonemeSpectra,linear_component_wise_sinusoidal,5,,,,,3.6667,0.0257,0.2551,11,39,217,2652,3353,663,1,42.74
PhonemeSpectra,1d_conv_component_wise_sinusoidal,5,2.7391,0.1882,2.935,0.1569,2.8716,0.1572,0.2615,11,39,217,2652,3353,663,62,85.12
PhonemeSpectra,linear_circular_conv_sinusoidal,5,3.3224,0.0901,3.4707,0.0694,3.4131,0.0722,0.2554,11,39,217,2652,3353,663,41,71.71
PhonemeSpectra,1d_conv_circular_conv_sinusoidal,5,,,,,3.7011,0.0242,0.2613,11,39,217,2652,3353,663,1,43.25
PhonemeSpectra,1d_conv_circular_conv_isolated_sinusoidal,5,2.7399,0.1987,2.9409,0.1614,2.8984,0.1548,0.2616,11,39,217,2652,3353,663,60,85.47
EthanolConcentration,linear_additive_sinusoidal,1,1.2933,0.3317,1.4302,0.3019,1.4237,0.2814,0.6307,3,4,1751,208,263,53,15,53.91
EthanolConcentration,linear_additive_isolated_sinusoidal,1,1.3611,0.3125,1.3754,0.3396,1.3888,0.2662,0.6307,3,4,1751,208,263,53,14,54.07
EthanolConcentration,1d_conv_additive_sinusoidal,1,,,,,1.4027,0.2205,0.6311,3,4,1751,208,263,53,1,37.7
EthanolConcentration,linear_component_wise_sinusoidal,1,1.3657,0.3029,1.3845,0.3962,1.3863,0.2471,0.6319,3,4,1751,208,263,53,18,61.39
EthanolConcentration,1d_conv_component_wise_sinusoidal,1,1.4169,0.2163,1.4032,0.3208,1.4198,0.2358,0.6342,3,4,1751,208,263,53,16,58.21
EthanolConcentration,linear_circular_conv_sinusoidal,1,1.333,0.3702,1.4142,0.3585,1.4116,0.2776,0.6302,3,4,1751,208,263,53,16,58.91
EthanolConcentration,1d_conv_circular_conv_sinusoidal,1,1.3454,0.3558,1.4069,0.3773,1.4047,0.2624,0.6342,3,4,1751,208,263,53,13,55.62
EthanolConcentration,1d_conv_circular_conv_isolated_sinusoidal,1,1.3695,0.2644,1.3844,0.3585,1.3894,0.2661,0.6342,3,4,1751,208,263,53,19,63.19
EthanolConcentration,linear_additive_sinusoidal,2,1.3432,0.3221,1.4015,0.2642,1.4179,0.2814,0.6307,3,4,1751,208,263,53,12,51.2
EthanolConcentration,linear_additive_isolated_sinusoidal,2,1.284,0.3846,1.4786,0.3208,1.449,0.2851,0.6307,3,4,1751,208,263,53,12,51.3
EthanolConcentration,1d_conv_additive_sinusoidal,2,,,,,1.4069,0.2509,0.6311,3,4,1751,208,263,53,1,37.15
EthanolConcentration,linear_component_wise_sinusoidal,2,1.3784,0.2548,1.3825,0.3773,1.3888,0.2662,0.6319,3,4,1751,208,263,53,14,56.35
EthanolConcentration,1d_conv_component_wise_sinusoidal,2,1.3606,0.3269,1.3753,0.3774,1.3875,0.2586,0.6342,3,4,1751,208,263,53,15,57.81
EthanolConcentration,linear_circular_conv_sinusoidal,2,1.3223,0.3317,1.4305,0.3585,1.4137,0.2738,0.6302,3,4,1751,208,263,53,16,59.07
EthanolConcentration,1d_conv_circular_conv_sinusoidal,2,1.3683,0.3221,1.3783,0.3962,1.3901,0.2433,0.6342,3,4,1751,208,263,53,16,59.46
EthanolConcentration,1d_conv_circular_conv_isolated_sinusoidal,2,1.3609,0.274,1.3674,0.3396,1.387,0.2509,0.6342,3,4,1751,208,263,53,17,60.81
EthanolConcentration,linear_additive_sinusoidal,3,1.2796,0.3654,1.4993,0.3208,1.4837,0.2662,0.629,3,4,1751,208,263,53,14,53.32
EthanolConcentration,linear_additive_isolated_sinusoidal,3,1.3042,0.3558,1.4601,0.3019,1.4034,0.2091,0.6288,3,4,1751,208,263,53,14,54.18
EthanolConcentration,1d_conv_additive_sinusoidal,3,,,,,1.4079,0.2433,0.6311,3,4,1751,208,263,53,1,37.36
EthanolConcentration,linear_component_wise_sinusoidal,3,1.3947,0.274,1.3842,0.3585,1.3992,0.2928,0.6319,3,4,1751,208,263,53,17,59.15
EthanolConcentration,1d_conv_component_wise_sinusoidal,3,1.3579,0.3173,1.4016,0.2831,1.4135,0.27,0.6342,3,4,1751,208,263,53,12,53.33
EthanolConcentration,linear_circular_conv_sinusoidal,3,1.3738,0.274,1.3794,0.3585,1.3849,0.2814,0.6319,3,4,1751,208,263,53,12,53.92
EthanolConcentration,1d_conv_circular_conv_sinusoidal,3,1.3657,0.3317,1.3926,0.3396,1.3886,0.2357,0.6342,3,4,1751,208,263,53,14,57.01
EthanolConcentration,1d_conv_circular_conv_isolated_sinusoidal,3,1.3687,0.2596,1.3864,0.3207,1.3883,0.251,0.6323,3,4,1751,208,263,53,18,62.56
EthanolConcentration,linear_additive_sinusoidal,4,1.4446,0.2548,1.3676,0.3585,1.401,0.2509,0.6307,3,4,1751,208,263,53,12,50.63
EthanolConcentration,linear_additive_isolated_sinusoidal,4,1.3024,0.399,1.4827,0.3396,1.4281,0.2281,0.629,3,4,1751,208,263,53,15,54.31
EthanolConcentration,1d_conv_additive_sinusoidal,4,,,,,1.4271,0.2395,0.6311,3,4,1751,208,263,53,1,37.22
EthanolConcentration,linear_component_wise_sinusoidal,4,1.3585,0.3029,1.3855,0.3774,1.3907,0.251,0.6319,3,4,1751,208,263,53,12,53.77
EthanolConcentration,1d_conv_component_wise_sinusoidal,4,1.372,0.3173,1.3786,0.3585,1.3923,0.2928,0.6342,3,4,1751,208,263,53,17,59.6
EthanolConcentration,linear_circular_conv_sinusoidal,4,1.3814,0.2692,1.3798,0.3774,1.3933,0.2357,0.6319,3,4,1751,208,263,53,21,66.22
EthanolConcentration,1d_conv_circular_conv_sinusoidal,4,1.3269,0.3269,1.4385,0.3396,1.4671,0.289,0.6324,3,4,1751,208,263,53,18,61.6
EthanolConcentration,1d_conv_circular_conv_isolated_sinusoidal,4,1.3605,0.2836,1.3848,0.3585,1.3973,0.2319,0.6342,3,4,1751,208,263,53,13,55.7
EthanolConcentration,linear_additive_sinusoidal,5,1.4021,0.2596,1.4177,0.3019,1.3819,0.2738,0.6287,3,4,1751,208,263,53,13,52.43
EthanolConcentration,linear_additive_isolated_sinusoidal,5,,,,,1.4563,0.2319,0.6288,3,4,1751,208,263,53,1,36.64
EthanolConcentration,1d_conv_additive_sinusoidal,5,,,,,1.4221,0.2472,0.6311,3,4,1751,208,263,53,1,37.74
EthanolConcentration,linear_component_wise_sinusoidal,5,,,,,1.3925,0.2738,0.6299,3,4,1751,208,263,53,1,38.84
EthanolConcentration,1d_conv_component_wise_sinusoidal,5,,,,,1.394,0.2471,0.6322,3,4,1751,208,263,53,1,39.28
EthanolConcentration,linear_circular_conv_sinusoidal,5,1.3183,0.3365,1.3832,0.3585,1.4078,0.2624,0.6302,3,4,1751,208,263,53,14,57.33
EthanolConcentration,1d_conv_circular_conv_sinusoidal,5,1.3279,0.3221,1.4195,0.3019,1.3833,0.2928,0.6322,3,4,1751,208,263,53,13,55.31
EthanolConcentration,1d_conv_circular_conv_isolated_sinusoidal,5,1.3319,0.3366,1.4346,0.3585,1.4275,0.2281,0.6325,3,4,1751,208,263,53,17,61.48
HandMovementDirection,linear_additive_sinusoidal,1,1.0561,0.5781,1.3763,0.4688,1.627,0.2432,0.296,10,4,400,128,74,32,34,40.38
HandMovementDirection,linear_additive_isolated_sinusoidal,1,1.0534,0.5312,1.3122,0.4375,1.6255,0.2297,0.2961,10,4,400,128,74,32,36,41.9
HandMovementDirection,1d_conv_additive_sinusoidal,1,1.0227,0.5859,1.3441,0.4688,1.6696,0.2973,0.3018,10,4,400,128,74,32,25,37.62
HandMovementDirection,linear_component_wise_sinusoidal,1,0.5164,0.8359,1.2357,0.5938,1.191,0.5,0.2972,10,4,400,128,74,32,36,42.29
HandMovementDirection,1d_conv_component_wise_sinusoidal,1,0.4536,0.875,1.2878,0.625,1.8621,0.4054,0.3029,10,4,400,128,74,32,35,42.22
HandMovementDirection,linear_circular_conv_sinusoidal,1,0.5166,0.8438,1.1827,0.5938,1.3472,0.5,0.2972,10,4,400,128,74,32,37,42.98
HandMovementDirection,1d_conv_circular_conv_sinusoidal,1,0.2643,0.9453,1.2299,0.6875,1.9397,0.4459,0.3029,10,4,400,128,74,32,40,43.87
HandMovementDirection,1d_conv_circular_conv_isolated_sinusoidal,1,0.5312,0.8281,1.0636,0.6562,1.2403,0.5135,0.303,10,4,400,128,74,32,44,44.18
HandMovementDirection,linear_additive_sinusoidal,2,0.872,0.6719,1.4651,0.5,1.6615,0.2568,0.296,10,4,400,128,74,32,41,41.69
HandMovementDirection,linear_additive_isolated_sinusoidal,2,1.2185,0.4766,1.4537,0.375,1.383,0.3108,0.2958,10,4,400,128,74,32,18,36.53
HandMovementDirection,1d_conv_additive_sinusoidal,2,0.6894,0.7188,1.4178,0.5312,1.8645,0.2703,0.3018,10,4,400,128,74,32,38,42.23
HandMovementDirection,linear_component_wise_sinusoidal,2,0.3455,0.9062,1.3784,0.625,1.6846,0.4865,0.2972,10,4,400,128,74,32,46,44.87
HandMovementDirection,1d_conv_component_wise_sinusoidal,2,0.1422,0.9766,1.2683,0.6875,1.8144,0.527,0.3029,10,4,400,128,74,32,47,44.58
HandMovementDirection,linear_circular_conv_sinusoidal,2,0.6029,0.7812,1.2654,0.625,1.3314,0.5,0.2972,10,4,400,128,74,32,30,40.48
HandMovementDirection,1d_conv_circular_conv_sinusoidal,2,0.2948,0.9453,1.3148,0.6562,1.8373,0.473,0.3029,10,4,400,128,74,32,41,43.68
HandMovementDirection,1d_conv_circular_conv_isolated_sinusoidal,2,0.3235,0.9453,1.1366,0.6562,1.5131,0.4865,0.303,10,4,400,128,74,32,37,42.47
HandMovementDirection,linear_additive_sinusoidal,3,1.212,0.4297,1.428,0.3438,1.4319,0.1486,0.296,10,4,400,128,74,32,15,36.17
HandMovementDirection,linear_additive_isolated_sinusoidal,3,0.9551,0.6406,1.3298,0.4375,1.5972,0.2568,0.2961,10,4,400,128,74,32,34,40.17
HandMovementDirection,1d_conv_additive_sinusoidal,3,,,,,1.4079,0.2568,0.3015,10,4,400,128,74,32,1,31.48
HandMovementDirection,linear_component_wise_sinusoidal,3,0.9533,0.6328,1.2906,0.5312,1.2828,0.4459,0.2972,10,4,400,128,74,32,45,43.86
HandMovementDirection,1d_conv_component_wise_sinusoidal,3,0.4674,0.8359,1.2605,0.5938,1.4287,0.5135,0.3029,10,4,400,128,74,32,38,43.66
HandMovementDirection,linear_circular_conv_sinusoidal,3,0.1299,0.9844,0.9882,0.7812,1.5265,0.5541,0.2972,10,4,400,128,74,32,53,46.71
HandMovementDirection,1d_conv_circular_conv_sinusoidal,3,0.3994,0.875,0.8194,0.7188,1.2303,0.5811,0.3029,10,4,400,128,74,32,49,44.52
HandMovementDirection,1d_conv_circular_conv_isolated_sinusoidal,3,0.4651,0.8594,1.1129,0.6875,1.4347,0.5,0.303,10,4,400,128,74,32,38,43.2
HandMovementDirection,linear_additive_sinusoidal,4,1.167,0.4844,1.3707,0.4688,1.4536,0.2568,0.296,10,4,400,128,74,32,24,38.2
HandMovementDirection,linear_additive_isolated_sinusoidal,4,1.0249,0.5781,1.4918,0.4062,1.7473,0.1892,0.2961,10,4,400,128,74,32,26,38.61
HandMovementDirection,1d_conv_additive_sinusoidal,4,1.3364,0.3438,1.3729,0.3125,1.3922,0.2162,0.3035,10,4,400,128,74,32,15,36.07
HandMovementDirection,linear_component_wise_sinusoidal,4,0.4143,0.8984,0.9557,0.75,1.5577,0.4865,0.2972,10,4,400,128,74,32,38,43.13
HandMovementDirection,1d_conv_component_wise_sinusoidal,4,0.3963,0.8828,1.2227,0.5625,1.6704,0.4459,0.3029,10,4,400,128,74,32,39,43.78
HandMovementDirection,linear_circular_conv_sinusoidal,4,0.6015,0.8125,0.9928,0.6875,1.2668,0.527,0.2972,10,4,400,128,74,32,39,43.46
HandMovementDirection,1d_conv_circular_conv_sinusoidal,4,0.3734,0.9297,1.1165,0.6875,1.6754,0.527,0.3029,10,4,400,128,74,32,33,42.04
HandMovementDirection,1d_conv_circular_conv_isolated_sinusoidal,4,0.3438,0.9297,1.0119,0.6562,1.6628,0.4595,0.303,10,4,400,128,74,32,34,42.63
HandMovementDirection,linear_additive_sinusoidal,5,0.9327,0.6094,1.3068,0.4375,1.5216,0.3514,0.296,10,4,400,128,74,32,32,40.98
HandMovementDirection,linear_additive_isolated_sinusoidal,5,1.1562,0.5,1.4364,0.3438,1.4515,0.2568,0.2961,10,4,400,128,74,32,16,35.49
HandMovementDirection,1d_conv_additive_sinusoidal,5,1.182,0.4766,1.68,0.25,1.5447,0.2297,0.3018,10,4,400,128,74,32,16,36.35
HandMovementDirection,linear_component_wise_sinusoidal,5,,,,,1.3904,0.2568,0.297,10,4,400,128,74,32,1,33.0
HandMovementDirection,1d_conv_component_wise_sinusoidal,5,0.7001,0.7812,1.0025,0.6562,1.3623,0.473,0.3029,10,4,400,128,74,32,40,44.19
HandMovementDirection,linear_circular_conv_sinusoidal,5,0.3943,0.875,0.9894,0.6562,1.4009,0.527,0.2972,10,4,400,128,74,32,36,42.31
HandMovementDirection,1d_conv_circular_conv_sinusoidal,5,0.693,0.7578,1.1978,0.6562,1.1193,0.4865,0.3029,10,4,400,128,74,32,33,42.08
HandMovementDirection,1d_conv_circular_conv_isolated_sinusoidal,5,0.2252,0.9688,1.0869,0.625,1.4015,0.527,0.303,10,4,400,128,74,32,45,44.42
PEMS-SF,linear_additive_sinusoidal,1,,,,,1.978,0.1445,0.9804,963,7,144,213,173,54,1,61.9
PEMS-SF,linear_additive_isolated_sinusoidal,1,,,,,2.0228,0.0693,0.9805,963,7,144,213,173,54,1,62.27
PEMS-SF,1d_conv_additive_sinusoidal,1,,,,,2.0365,0.0521,1.4515,963,7,144,213,173,54,1,63.84
PEMS-SF,linear_component_wise_sinusoidal,1,0.0083,1.0,0.2936,0.9444,0.759,0.7572,0.9819,963,7,144,213,173,54,37,91.15
PEMS-SF,1d_conv_component_wise_sinusoidal,1,0.1364,0.9859,0.4799,0.8704,0.7425,0.7399,1.4529,963,7,144,213,173,54,35,89.35
PEMS-SF,linear_circular_conv_sinusoidal,1,0.068,0.9953,0.7076,0.8148,1.0976,0.6821,0.9819,963,7,144,213,173,54,39,91.82
PEMS-SF,1d_conv_circular_conv_sinusoidal,1,,,,,1.9738,0.1041,1.4526,963,7,144,213,173,54,1,64.09
PEMS-SF,1d_conv_circular_conv_isolated_sinusoidal,1,0.0296,1.0,0.6291,0.8333,1.3853,0.6647,1.4529,963,7,144,213,173,54,31,87.74
PEMS-SF,linear_additive_sinusoidal,2,0.2458,0.9436,0.7418,0.8519,1.2903,0.6532,0.9807,963,7,144,213,173,54,32,85.52
PEMS-SF,linear_additive_isolated_sinusoidal,2,,,,,1.9493,0.2254,0.9805,963,7,144,213,173,54,1,63.45
PEMS-SF,1d_conv_additive_sinusoidal,2,,,,,1.9657,0.0983,1.4515,963,7,144,213,173,54,1,62.41
PEMS-SF,linear_component_wise_sinusoidal,2,0.0126,1.0,0.5999,0.8519,0.9529,0.7572,0.9819,963,7,144,213,173,54,34,86.4
PEMS-SF,1d_conv_component_wise_sinusoidal,2,,,,,2.0029,0.1099,1.4526,963,7,144,213,173,54,1,63.64
PEMS-SF,linear_circular_conv_sinusoidal,2,,,,,1.962,0.1734,0.9816,963,7,144,213,173,54,1,62.97
PEMS-SF,1d_conv_circular_conv_sinusoidal,2,0.2637,0.9437,0.4752,0.8889,0.7233,0.7399,1.4529,963,7,144,213,173,54,36,91.31
PEMS-SF,1d_conv_circular_conv_isolated_sinusoidal,2,0.2258,0.9436,0.6929,0.8148,0.952,0.6821,1.4529,963,7,144,213,173,54,35,90.71
PEMS-SF,linear_additive_sinusoidal,3,,,,,2.0525,0.0751,0.9804,963,7,144,213,173,54,1,61.92
PEMS-SF,linear_additive_isolated_sinusoidal,3,,,,,2.0208,0.0752,0.9805,963,7,144,213,173,54,1,61.93
PEMS-SF,1d_conv_additive_sinusoidal,3,,,,,1.9249,0.1965,1.4515,963,7,144,213,173,54,1,61.89
PEMS-SF,linear_component_wise_sinusoidal,3,0.0481,0.9953,0.5533,0.8519,0.8588,0.711,0.9819,963,7,144,213,173,54,26,81.77
PEMS-SF,1d_conv_component_wise_sinusoidal,3,,,,,1.9392,0.1966,1.4526,963,7,144,213,173,54,1,62.92
PEMS-SF,linear_circular_conv_sinusoidal,3,0.2267,0.9108,0.6025,0.8333,0.7876,0.6705,0.9819,963,7,144,213,173,54,31,86.41
PEMS-SF,1d_conv_circular_conv_sinusoidal,3,0.0422,1.0,0.4908,0.8704,0.9431,0.7572,1.4529,963,7,144,213,173,54,39,92.39
PEMS-SF,1d_conv_circular_conv_isolated_sinusoidal,3,0.1422,0.9859,0.6252,0.8333,0.9293,0.7283,1.4529,963,7,144,213,173,54,30,85.52
PEMS-SF,linear_additive_sinusoidal,4,0.1886,0.9484,1.2073,0.7222,1.3788,0.6994,0.9807,963,7,144,213,173,54,41,91.35
PEMS-SF,linear_additive_isolated_sinusoidal,4,,,,,2.0212,0.1445,0.9805,963,7,144,213,173,54,1,62.46
PEMS-SF,1d_conv_additive_sinusoidal,4,,,,,2.0334,0.0636,1.4515,963,7,144,213,173,54,1,64.14
PEMS-SF,linear_component_wise_sinusoidal,4,0.069,1.0,0.3551,0.9074,0.8085,0.7283,0.9819,963,7,144,213,173,54,32,89.31
PEMS-SF,1d_conv_component_wise_sinusoidal,4,0.1387,0.9906,0.4179,0.8889,0.719,0.7804,1.4529,963,7,144,213,173,54,32,87.02
PEMS-SF,linear_circular_conv_sinusoidal,4,0.1498,0.9766,0.64,0.8148,1.0393,0.6705,0.9819,963,7,144,213,173,54,36,89.38
PEMS-SF,1d_conv_circular_conv_sinusoidal,4,0.0613,1.0,0.7132,0.8704,1.1287,0.7168,1.4529,963,7,144,213,173,54,32,88.9
PEMS-SF,1d_conv_circular_conv_isolated_sinusoidal,4,,,,,1.9737,0.1156,1.4527,963,7,144,213,173,54,1,62.8
PEMS-SF,linear_additive_sinusoidal,5,,,,,2.0511,0.1041,0.9804,963,7,144,213,173,54,1,62.3
PEMS-SF,linear_additive_isolated_sinusoidal,5,,,,,2.0024,0.0925,0.9805,963,7,144,213,173,54,1,62.68
PEMS-SF,1d_conv_additive_sinusoidal,5,,,,,2.0225,0.0925,1.4515,963,7,144,213,173,54,1,62.27
PEMS-SF,linear_component_wise_sinusoidal,5,0.3083,0.9719,0.5155,0.8519,0.8116,0.6994,0.9819,963,7,144,213,173,54,25,84.09
PEMS-SF,1d_conv_component_wise_sinusoidal,5,,,,,2.0933,0.1214,1.4526,963,7,144,213,173,54,1,63.76
PEMS-SF,linear_circular_conv_sinusoidal,5,0.0467,0.9953,1.0375,0.8148,1.2932,0.6821,0.9819,963,7,144,213,173,54,31,87.21
PEMS-SF,1d_conv_circular_conv_sinusoidal,5,0.0593,1.0,0.9136,0.7778,1.0638,0.6994,1.4529,963,7,144,213,173,54,28,83.12
PEMS-SF,1d_conv_circular_conv_isolated_sinusoidal,5,,,,,1.9725,0.1619,1.4527,963,7,144,213,173,54,1,63.33
